shot,shot_position,Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,Material,Product_Goodness
151,2,20.18800,799.38428,0.35800,28.25139,2036.32080,1649.30139,0.32600,22.68572,3.03600,199.60001,210.00000,219.80000,230.00000,239.80000,42.70000,0.66600,1,1
152,2,20.19000,799.38428,0.40200,28.20042,2037.68079,1654.15857,0.32600,22.66023,3.05000,199.60001,209.80000,219.80000,230.00000,239.80000,42.50000,0.67000,1,1
153,2,20.18800,799.56873,0.35600,28.22081,2020.77783,1657.84998,0.32400,22.63984,3.05200,199.60001,210.00000,220.00000,230.00000,239.80000,42.50000,0.66600,1,1
154,2,20.18800,799.38428,0.35400,28.22590,2026.12073,1649.78711,0.32400,22.67043,3.04600,199.60001,210.00000,219.80000,230.00000,239.80000,42.20000,0.67000,1,1
155,2,20.18800,799.38428,0.36200,28.22590,2010.57776,1651.53564,0.32600,22.66533,3.05200,199.60001,209.80000,219.80000,230.00000,239.80000,42.40000,0.67400,1,1
156,2,20.18800,799.19983,0.35400,28.22590,2010.96643,1656.19849,0.32600,22.65514,3.03800,199.60001,210.00000,220.00000,230.00000,239.80000,42.40000,0.67200,1,1
157,2,20.18800,799.56873,0.36000,28.24119,2019.61218,1649.39844,0.32600,22.67043,3.04800,199.60001,209.80000,220.00000,230.00000,239.80000,42.40000,0.66800,1,1
158,2,20.18800,799.38428,0.40400,28.19532,2028.64648,1652.40991,0.32600,22.65004,3.05400,199.80000,209.80000,220.00000,230.00000,240.00000,42.50000,0.67000,1,1
159,2,20.18800,799.56873,0.35600,28.24629,2026.99500,1653.08997,0.32600,22.64494,3.05600,199.80000,210.10001,220.00000,230.00000,240.00000,42.50000,0.66800,1,1
160,2,20.18800,799.56873,0.35400,28.23610,2040.10938,1652.60425,0.32600,22.65004,3.05600,199.80000,209.80000,219.80000,230.00000,240.00000,42.70000,0.67000,1,1
161,2,20.18800,799.56873,0.41800,28.21571,1987.45764,1645.12415,0.32400,22.66533,3.06200,199.80000,210.00000,220.00000,230.00000,240.00000,42.90000,0.67000,1,1
162,2,20.18800,799.38428,0.35400,28.19532,2015.72644,1649.98132,0.32600,22.66533,3.05800,199.80000,210.00000,220.00000,230.00000,240.00000,42.90000,0.67000,1,0
163,2,20.19000,799.56873,1.55600,28.20552,2031.46362,1650.07849,0.32600,22.65514,3.06200,199.80000,209.80000,220.00000,230.00000,240.00000,42.90000,0.66800,1,1
164,2,20.18800,799.56873,0.35400,28.23610,2021.45789,1654.15857,0.32600,22.68572,3.04200,199.80000,210.10001,220.10001,230.00000,239.80000,43.00000,0.66800,1,1
165,2,20.18800,799.01538,0.34600,28.19532,2018.64075,1648.52417,0.32400,22.65004,3.04800,199.80000,210.10001,220.00000,230.00000,239.80000,43.00000,0.67000,1,1
166,2,20.18800,799.19983,0.35400,28.24119,2014.36646,1649.39844,0.32600,22.64494,3.05800,199.80000,209.80000,220.00000,230.00000,240.00000,43.20000,0.67200,1,1
167,2,20.18800,799.19983,0.35400,28.20552,2023.40076,1650.36987,0.32600,22.65514,3.06400,199.80000,210.10001,220.10001,230.00000,240.00000,43.20000,0.67000,1,1
168,2,20.18800,799.38428,0.47400,28.19532,2026.41223,1651.72998,0.32400,22.68062,3.05000,199.80000,210.00000,220.00000,230.00000,240.00000,43.40000,0.66800,1,1
169,2,20.18800,799.38428,0.35200,28.21571,2022.13782,1647.45557,0.32400,22.67043,3.04800,199.80000,210.00000,220.00000,230.00000,240.00000,43.50000,0.66800,1,1
170,2,20.18800,799.56873,0.41600,28.24119,2026.89795,1651.14709,0.32600,22.66023,3.05200,199.80000,210.10001,220.10001,230.00000,239.80000,43.50000,0.67000,1,1
171,2,20.18800,799.56873,0.40600,28.23100,2029.90930,1644.63843,0.32400,22.67043,3.04800,199.80000,210.00000,220.00000,230.00000,239.80000,43.70000,0.66600,1,1
172,2,20.18800,799.38428,0.41000,28.22081,2010.57776,1649.10706,0.32400,22.65004,3.05800,200.00000,210.00000,220.00000,230.00000,239.80000,43.70000,0.66600,1,1
173,2,20.19000,799.38428,0.35600,28.21571,2026.70361,1653.47852,0.32600,22.64494,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,43.90000,0.67000,1,1
174,2,20.18800,799.19983,0.35400,28.21061,2024.37219,1645.60986,0.32400,22.68062,3.05000,200.00000,210.00000,220.00000,230.00000,239.80000,44.00000,0.66600,1,1
175,2,20.18800,799.38428,0.40800,28.24119,2016.01782,1652.60425,0.32600,22.66533,3.05400,200.10001,210.00000,220.10001,230.00000,239.80000,44.00000,0.66600,1,1
176,2,20.18800,799.56873,0.42000,28.24119,2032.04651,1646.58130,0.32600,22.64494,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,44.20000,0.66800,1,1
177,2,20.19000,799.38428,0.41200,28.19532,2029.71509,1644.54126,0.32600,22.66023,3.06600,200.00000,209.80000,220.10001,230.00000,239.80000,44.40000,0.67000,1,1
178,2,20.18800,799.38428,0.35600,28.22590,2025.53784,1649.78711,0.32800,22.68062,3.04800,200.10001,210.00000,220.10001,230.00000,239.80000,44.40000,0.67000,1,1
179,2,20.18800,799.01538,0.35800,28.23610,2014.17212,1649.30139,0.32600,22.67043,3.05400,200.00000,210.10001,220.10001,230.00000,239.80000,44.50000,0.66600,1,1
180,2,20.18800,799.19983,0.35600,28.22590,2016.50354,1655.61572,0.32800,22.67552,3.03800,200.10001,210.00000,220.10001,230.00000,239.80000,44.50000,0.66800,1,1
181,2,20.19000,799.19983,0.35800,28.21571,2024.27502,1650.95276,0.32600,22.66533,3.05000,200.10001,210.10001,220.10001,230.00000,239.80000,44.70000,0.66600,1,1
182,2,20.18800,799.19983,0.40400,28.23610,2020.19507,1650.66138,0.32600,22.67043,3.05000,200.10001,210.00000,220.00000,230.00000,239.80000,44.70000,0.67000,1,1
183,2,20.18800,799.19983,0.35400,28.23100,2016.69788,1646.96985,0.32600,22.65004,3.05000,200.10001,210.00000,220.00000,230.00000,239.80000,44.90000,0.66800,1,1
184,2,20.18800,799.38428,0.40400,28.20552,2047.97803,1650.66138,0.32400,22.67043,3.04600,200.00000,210.10001,220.10001,230.00000,239.80000,45.00000,0.66600,1,1
185,2,20.18800,799.56873,0.35800,28.21061,2040.59509,1649.20422,0.32800,22.67552,3.04000,200.10001,209.80000,220.00000,230.00000,239.80000,45.00000,0.66800,1,1
186,2,20.19000,799.19983,0.35800,28.22081,2039.23511,1650.66138,0.32600,22.68062,3.04400,200.10001,210.10001,220.10001,230.00000,239.80000,45.20000,0.66400,1,0
187,2,20.18800,799.56873,0.35600,28.23100,2027.28650,1648.81567,0.32600,22.67552,3.05200,200.10001,209.80000,220.00000,230.00000,239.80000,45.20000,0.66600,1,0
188,2,20.18800,799.19983,0.39600,28.20552,2027.86938,1651.24426,0.32600,22.65514,3.04000,200.10001,210.00000,220.00000,230.00000,239.80000,45.20000,0.66800,1,1
189,2,20.18800,799.19983,0.35200,28.20552,2032.92078,1652.79846,0.32600,22.68062,3.04800,200.10001,210.10001,220.10001,230.00000,240.00000,45.40000,0.66600,1,1
190,2,20.19000,799.38428,0.41400,28.23100,2041.56653,1644.24988,0.32800,22.66023,3.04600,200.10001,209.80000,220.00000,230.00000,240.00000,45.50000,0.66800,1,1
191,2,20.19000,799.19983,0.40400,28.20552,2029.61792,1650.46704,0.32800,22.69081,3.05400,200.10001,210.10001,220.00000,230.00000,240.00000,45.50000,0.66600,1,1
192,2,20.18800,799.01538,0.35000,28.23100,2030.39502,1651.34131,0.32600,22.63984,3.05000,200.10001,210.10001,220.10001,230.00000,240.00000,45.70000,0.67000,1,1
193,2,20.18800,799.19983,0.35600,28.20042,2024.46936,1649.49561,0.32600,22.68062,3.05000,200.00000,209.80000,220.00000,230.00000,239.80000,45.70000,0.67200,1,1
194,2,20.18800,799.38428,0.35400,28.24119,2014.26929,1647.84424,0.32400,22.65004,3.04800,200.10001,210.10001,220.10001,230.00000,239.80000,45.70000,0.66800,1,1
195,2,20.18800,799.19983,0.35400,28.23100,1995.71484,1648.81567,0.32400,22.67552,3.05200,200.10001,210.00000,220.00000,230.00000,239.80000,45.90000,0.66800,1,1
196,2,20.18800,799.01538,0.35000,28.21571,2025.14929,1649.10706,0.32400,22.68062,3.04800,200.10001,210.00000,220.00000,230.00000,239.80000,46.00000,0.66800,1,1
197,2,20.18800,799.19983,0.35600,28.23610,2051.86377,1648.52417,0.32600,22.67552,3.04400,200.10001,210.10001,220.00000,230.00000,239.80000,46.20000,0.66800,1,1
198,2,20.18800,799.19983,0.35600,28.23100,2011.64636,1649.00989,0.32600,22.68062,3.03800,200.10001,209.80000,219.80000,230.00000,239.80000,46.20000,0.66800,1,1
199,2,20.18800,799.19983,0.40000,28.25139,2012.81213,1647.35852,0.32800,22.67552,3.05800,200.10001,210.00000,220.00000,230.00000,239.80000,46.20000,0.66600,1,1
200,2,20.18800,799.01538,0.40400,28.21061,2024.08069,1649.39844,0.32800,22.67552,3.04600,200.00000,210.00000,219.80000,230.00000,239.80000,46.40000,0.67000,1,1
201,2,20.18800,799.19983,0.39800,28.23610,2018.15503,1649.00989,0.32400,22.65514,3.03600,200.10001,209.80000,219.80000,230.00000,239.80000,46.40000,0.66800,1,1
202,2,20.18800,799.38428,0.42000,28.22081,2016.89209,1652.40991,0.32600,22.66533,3.05000,200.10001,210.10001,220.10001,230.00000,239.80000,46.50000,0.67000,1,1
203,2,20.18800,799.01538,0.35600,28.21061,2017.57214,1646.96985,0.32600,22.65514,3.04000,200.00000,209.80000,220.00000,230.00000,239.80000,46.50000,0.66400,1,1
204,2,20.18800,799.19983,0.35600,28.22081,2027.18933,1653.57568,0.32400,22.68572,3.04600,200.00000,210.10001,220.10001,230.00000,239.80000,46.70000,0.67200,1,1
205,2,20.18800,799.19983,0.35400,28.22081,2038.55518,1650.46704,0.32600,22.66023,3.03200,200.00000,210.00000,220.00000,230.00000,239.80000,46.70000,0.67000,1,1
206,2,20.18800,799.19983,0.40600,28.21571,2029.90930,1649.30139,0.32800,22.65004,3.05200,200.00000,210.00000,220.00000,230.00000,240.00000,46.70000,0.67000,1,1
207,2,20.18800,799.38428,0.35200,28.20042,2019.32068,1652.60425,0.32400,22.66533,3.04000,200.00000,210.10001,220.10001,230.00000,240.00000,46.90000,0.66800,1,1
208,2,20.18800,799.19983,0.35600,28.21061,2022.52649,1650.07849,0.32600,22.70610,3.04400,200.00000,209.80000,220.00000,230.00000,240.00000,46.90000,0.66800,1,1
209,2,20.18800,799.19983,0.39600,28.23100,2028.06360,1648.81567,0.32600,22.68572,3.05200,200.00000,210.00000,220.10001,230.00000,240.00000,47.00000,0.67000,1,1
210,2,20.18800,799.01538,0.40800,28.23100,2018.83496,1648.13562,0.32400,22.67552,3.03400,200.10001,209.80000,220.00000,230.00000,240.00000,47.00000,0.67200,1,1
211,2,20.19000,799.56873,1.54400,28.20042,2034.66943,1648.42700,0.32800,22.67043,3.04600,200.10001,209.80000,220.00000,230.00000,240.00000,47.00000,0.66800,1,1
212,2,20.18800,799.01538,0.40400,28.19532,2004.26343,1654.35278,0.32800,22.67043,3.05400,200.10001,210.10001,220.10001,230.00000,239.80000,47.00000,0.66800,1,1
213,2,20.18800,799.19983,0.35400,28.21061,2029.13220,1651.24426,0.32400,22.68572,3.04000,200.10001,209.80000,220.00000,230.00000,239.80000,47.20000,0.67000,1,1
214,2,20.18800,799.19983,0.35400,28.22081,2023.01221,1650.36987,0.32400,22.68062,3.04600,200.00000,210.10001,220.00000,230.00000,239.80000,47.20000,0.67000,1,1
215,2,20.18800,799.19983,0.35200,28.24629,2032.14368,1646.38708,0.32600,22.68062,3.04000,200.10001,210.00000,220.00000,230.00000,239.80000,47.40000,0.66800,1,1
216,2,20.18800,799.19983,0.35600,28.21061,2015.92065,1650.46704,0.32800,22.68572,3.05000,200.10001,209.80000,220.00000,229.80000,239.80000,47.50000,0.67000,1,1
217,2,20.18800,799.19983,1.53400,28.24629,2027.38367,1650.27283,0.32600,22.66533,3.05800,200.10001,210.10001,220.00000,230.00000,239.80000,47.50000,0.67000,1,1
218,2,20.18800,799.01538,0.35800,28.24629,2021.74927,1650.95276,0.32600,22.70101,3.05600,200.10001,209.80000,219.80000,230.00000,239.80000,47.70000,0.67000,1,1
219,2,20.18800,799.19983,0.40200,28.23100,2015.82361,1651.82703,0.32600,22.67552,3.04600,200.10001,210.00000,219.80000,230.00000,239.80000,47.70000,0.66400,1,1
220,2,20.18800,799.01538,0.35400,28.24119,2021.55505,1651.82703,0.32400,22.67552,3.04400,200.10001,210.10001,220.00000,230.00000,239.80000,47.70000,0.67000,1,1
221,2,20.18800,799.19983,0.41800,28.23100,2032.72656,1649.88416,0.32600,22.69591,3.05600,200.10001,209.80000,219.80000,230.00000,239.80000,47.90000,0.66600,1,1
222,2,20.19000,799.01538,0.35400,28.22081,2047.78369,1646.58130,0.32600,22.69591,3.04000,200.00000,210.10001,220.00000,230.00000,240.00000,48.00000,0.66600,1,1
223,2,20.18800,799.19983,0.35800,28.21571,2018.83496,1652.79846,0.32600,22.68572,3.05800,200.10001,210.00000,220.00000,230.00000,240.00000,48.00000,0.67000,1,1
224,2,20.18800,799.19983,0.42000,28.21571,2033.60083,1647.55273,0.32600,22.67043,3.03800,200.10001,210.00000,220.00000,230.00000,240.00000,48.00000,0.67000,1,1
225,2,20.18800,798.83093,0.40400,28.25139,2034.47510,1653.96423,0.32600,22.69081,3.03600,200.00000,210.10001,220.10001,230.00000,240.00000,48.00000,0.66600,1,1
226,2,20.18800,799.01538,0.35600,28.24629,2020.48645,1653.86707,0.32600,22.67043,3.05400,200.00000,210.00000,220.00000,230.00000,239.80000,48.00000,0.67000,1,1
227,2,20.18800,799.01538,0.35600,28.23100,2025.24646,1654.06140,0.32800,22.68062,3.05200,200.10001,210.10001,220.10001,230.00000,239.80000,48.00000,0.66800,1,1
228,2,20.18800,799.01538,0.40200,28.22590,2003.38916,1656.29565,0.32400,22.70101,3.03800,200.00000,210.10001,220.00000,230.00000,239.80000,47.90000,0.67000,1,1
229,2,20.18800,799.19983,0.35600,28.23100,2013.39502,1659.40430,0.32400,22.66023,3.03400,200.10001,210.00000,220.00000,230.00000,239.80000,47.70000,0.67200,1,1
230,2,20.18800,799.01538,0.33800,28.25139,2007.95496,1653.38135,0.32400,22.64494,3.05200,200.00000,210.10001,220.10001,230.00000,239.80000,47.70000,0.67000,1,1
231,2,20.18800,799.38428,0.42000,28.21571,2002.51489,1655.32422,0.32400,22.67552,3.04800,199.80000,210.00000,220.00000,230.00000,239.80000,47.50000,0.66800,1,1
232,2,20.18800,799.19983,0.35200,28.24119,2009.70349,1658.04431,0.32600,22.71120,3.04600,199.80000,210.10001,220.10001,229.80000,239.80000,47.40000,0.67000,1,1
233,2,20.18800,799.19983,0.35400,28.22590,2017.08643,1654.64429,0.32400,22.69591,3.03000,199.80000,210.00000,220.00000,229.80000,239.80000,46.90000,0.66600,1,1
234,2,20.18800,799.01538,0.35000,28.23610,2019.32068,1655.42139,0.32400,22.67552,3.04000,199.80000,210.00000,220.00000,229.80000,239.80000,46.40000,0.67000,1,1
235,2,20.18800,799.01538,0.35200,28.23610,2016.50354,1656.87854,0.32600,22.69081,3.03200,199.80000,210.00000,220.00000,230.00000,239.80000,45.70000,0.67200,1,1
236,2,20.18800,799.01538,0.35000,28.21571,2024.56641,1650.66138,0.32400,22.66533,3.03400,199.80000,209.80000,220.00000,230.00000,239.80000,45.20000,0.66800,1,1
237,2,20.18800,799.38428,1.51000,28.21571,2013.78357,1654.06140,0.32600,22.65514,3.05400,199.80000,210.10001,220.10001,230.00000,239.80000,44.40000,0.66800,1,1
238,2,20.18800,799.19983,0.40400,28.22590,2006.59497,1654.06140,0.32600,22.68062,3.04200,199.80000,209.80000,220.00000,230.00000,240.00000,43.70000,0.66800,1,0
239,2,20.18800,799.19983,0.40600,28.25139,2018.83496,1652.99280,0.32600,22.66533,3.03200,199.80000,210.00000,220.00000,230.00000,240.00000,43.20000,0.67000,1,1
240,2,20.19000,799.38428,0.41200,28.20552,2033.69800,1658.14136,0.32800,22.66023,3.04800,199.60001,210.00000,220.00000,230.00000,240.00000,42.90000,0.67000,1,1
241,2,20.18800,799.19983,0.41000,28.23610,2013.88074,1649.10706,0.32400,22.65514,3.04200,199.60001,209.80000,220.00000,230.00000,239.80000,42.50000,0.66400,1,1
242,2,20.18800,799.19983,0.41800,28.23100,2027.18933,1649.00989,0.32600,22.68572,3.04600,199.60001,210.00000,220.10001,230.00000,239.80000,42.00000,0.66600,1,1
243,2,20.18800,799.19983,0.35400,28.21571,2008.63489,1652.02136,0.32400,22.67043,3.04000,199.60001,209.80000,220.00000,230.00000,239.80000,41.70000,0.67000,1,1
244,2,20.18800,799.19983,0.41000,28.23100,2004.26343,1654.54712,0.32800,22.65514,3.04800,199.60001,209.80000,220.00000,230.00000,239.80000,41.40000,0.66800,1,1
245,2,20.18800,799.19983,0.41800,28.21061,2015.62927,1654.15857,0.32600,22.63984,3.05800,199.60001,210.00000,220.10001,230.00000,239.80000,41.00000,0.67000,1,1
246,2,20.18800,799.19983,0.40200,28.24629,2014.17212,1646.58130,0.32600,22.65004,3.05600,199.60001,209.80000,219.80000,229.80000,239.80000,40.70000,0.67000,1,0
247,2,20.18800,799.38428,0.40400,28.24629,2006.59497,1654.25562,0.32600,22.68572,3.04800,199.60001,209.80000,220.00000,230.00000,239.80000,40.50000,0.66800,1,1
248,2,20.18800,799.19983,0.40600,28.24119,2002.90344,1651.82703,0.32600,22.67552,3.04800,199.60001,209.80000,219.80000,230.00000,239.80000,40.20000,0.66800,1,1
249,2,20.18800,799.01538,0.35000,28.23610,2021.55505,1645.22131,0.32400,22.63984,3.04600,199.60001,209.80000,219.80000,230.00000,239.80000,40.00000,0.66800,1,1
250,2,20.18800,799.19983,0.41600,28.24629,2016.60071,1652.31274,0.32600,22.66023,3.05600,199.60001,210.00000,220.00000,230.00000,239.80000,39.70000,0.67200,1,1
251,2,20.18800,799.19983,0.35000,28.21061,1998.53198,1653.47852,0.32600,22.65514,3.04800,199.60001,210.00000,219.80000,230.00000,239.80000,39.70000,0.67200,1,1
502,1,15.55800,800.85986,0.62800,28.24119,567.70630,567.70630,0.36000,19.96404,1.92400,187.50000,193.30000,199.50000,204.80000,209.80000,44.20000,0.66400,0,1
503,1,15.54000,800.67542,0.78200,28.24119,600.05505,600.05505,0.36000,19.95385,1.92800,187.10001,192.60001,199.10001,204.80000,209.80000,43.90000,0.66600,0,1
504,1,15.49600,800.67542,0.68200,28.24119,623.95233,623.95233,0.36000,19.98443,1.94600,187.10001,191.80000,198.80000,204.80000,209.80000,43.50000,0.66000,0,1
505,1,15.39600,800.49097,0.67800,28.24119,638.91241,638.91241,0.36000,20.00482,1.97200,187.00000,191.30000,198.50000,205.00000,209.80000,43.40000,0.66200,0,1
506,1,15.56000,800.67542,0.68400,28.24119,649.50104,649.50104,0.36000,20.06088,1.99200,187.00000,190.60001,198.10001,205.00000,209.80000,43.00000,0.66400,0,1
507,1,15.53400,800.67542,0.69200,28.24119,640.07813,640.07813,0.36000,20.13224,1.98800,187.00000,190.50000,198.10001,205.00000,210.00000,42.90000,0.66400,0,1
508,1,15.49600,800.85986,0.69000,28.24119,647.26672,647.26672,0.36000,20.19340,1.99400,187.10001,190.50000,198.10001,204.80000,209.80000,42.50000,0.66200,0,1
509,1,15.39600,800.85986,0.61000,28.24119,647.36389,647.36389,0.36000,20.16791,2.00000,187.10001,190.60001,198.10001,204.80000,210.00000,42.20000,0.66400,0,1
510,1,15.55600,800.85986,0.69800,28.24119,652.70679,652.70679,0.36000,20.14753,2.00400,187.10001,191.00000,198.10001,204.80000,209.80000,41.90000,0.66200,0,1
511,1,15.53400,801.04431,0.74400,28.24119,661.44971,661.44971,0.36000,20.16791,2.01400,187.10001,191.30000,198.30000,204.80000,209.80000,41.70000,0.66600,0,1
512,1,15.49400,801.22870,0.97600,28.24119,669.31830,669.31830,0.36000,20.14243,2.00600,187.30000,191.30000,198.50000,204.80000,210.00000,41.20000,0.66600,0,1
513,1,15.39600,801.22870,0.79200,28.24119,669.02686,669.02686,0.36000,20.14243,1.99800,187.30000,191.60001,198.50000,204.80000,210.00000,41.20000,0.66600,0,1
514,1,15.55600,801.22870,1.36200,28.24119,670.58118,670.58118,0.36000,20.16282,2.02200,187.30000,192.00000,198.60001,204.80000,210.00000,41.00000,0.66600,0,1
515,1,15.53400,801.22870,0.74400,28.24119,666.20972,666.20972,0.36000,20.17301,2.01000,187.30000,192.10001,198.50000,205.00000,210.00000,40.70000,0.66200,0,1
516,1,15.49400,801.04431,0.82000,28.24119,667.76404,667.76404,0.36000,20.17301,1.99200,187.30000,192.50000,198.60001,205.00000,210.00000,40.50000,0.66200,0,1
517,1,15.39600,801.41315,0.82200,28.24119,670.58118,670.58118,0.36000,20.18320,1.99200,187.10001,192.50000,198.60001,205.00000,210.00000,40.40000,0.66600,0,1
518,1,15.55600,801.41315,0.88000,28.24119,663.00397,663.00397,0.36000,20.12714,2.00800,187.30000,192.30000,198.50000,205.00000,210.00000,40.20000,0.66400,0,1
519,1,15.53400,801.41315,0.70600,28.24119,664.84973,664.84973,0.36000,20.12204,1.98800,187.50000,192.60001,198.60001,204.80000,210.00000,40.20000,0.66200,0,1
520,1,15.49400,801.41315,0.75800,28.24119,667.27832,667.27832,0.36000,20.18830,1.99400,187.60001,192.80000,198.80000,204.80000,210.00000,40.00000,0.65800,0,1
521,1,15.39600,801.59760,0.83000,28.24119,663.68402,663.68402,0.36000,20.14753,1.99200,187.80000,192.60001,198.80000,204.80000,210.00000,40.20000,0.66400,0,1
522,1,15.55400,801.41315,0.74600,28.24119,652.80396,652.80396,0.36000,20.11695,1.98400,188.10001,192.60001,199.00000,204.80000,209.80000,40.20000,0.66600,0,1
523,1,15.53400,801.41315,0.85600,28.24119,659.02112,658.63251,0.36000,20.13733,2.00000,188.30000,193.00000,198.80000,204.80000,210.00000,40.20000,0.66200,0,1
524,1,15.49400,801.41315,0.79000,28.24119,656.10681,656.10681,0.36000,20.04049,2.01600,188.50000,193.10001,199.00000,205.00000,210.00000,40.50000,0.66200,0,1
525,1,15.39600,801.41315,0.84000,28.24119,660.08966,660.08966,0.36000,20.07617,2.01800,188.60001,193.30000,199.10001,205.00000,210.00000,40.50000,0.66600,0,1
526,1,15.55600,801.22870,0.69200,28.24119,659.99255,659.89539,0.36000,20.11695,2.01600,188.60001,193.30000,199.30000,205.00000,210.00000,40.50000,0.66000,0,1
527,1,15.53400,801.59760,0.77000,28.24119,651.92963,651.92963,0.36000,20.12204,1.98800,188.60001,193.50000,199.30000,205.00000,210.00000,40.70000,0.66000,0,1
528,1,15.49400,801.41315,0.74200,28.24119,660.67255,660.67255,0.36000,20.12204,1.98800,188.80000,193.60001,199.30000,205.00000,210.00000,40.70000,0.66400,0,0
529,1,15.39800,801.41315,0.88200,28.24119,652.70679,652.70679,0.36000,20.01501,1.99800,188.80000,193.60001,199.30000,205.00000,210.00000,40.90000,0.66400,0,1
530,1,15.55400,801.59760,0.94400,28.24119,661.06110,661.06110,0.36000,20.11185,2.00800,188.80000,193.80000,199.60001,205.00000,210.00000,40.70000,0.66800,0,0
531,1,15.53400,801.41315,0.69200,28.24119,654.74677,654.74677,0.36000,20.07107,2.01000,188.60001,193.80000,199.30000,205.10001,210.00000,40.90000,0.66600,0,1
532,1,15.49400,801.59760,0.94400,28.24119,642.70099,642.70099,0.36000,20.10675,1.98800,188.80000,194.10001,199.60001,205.00000,210.00000,40.90000,0.66600,0,1
533,1,15.39600,801.41315,0.77600,28.24119,640.85529,640.85529,0.36000,20.07617,1.98000,189.00000,194.30000,199.60001,205.00000,210.00000,41.00000,0.66200,0,0
534,1,15.55600,801.22870,0.77600,28.24119,647.07245,647.07245,0.36000,20.13733,1.98000,189.10001,194.60001,199.60001,205.00000,210.00000,41.00000,0.66200,0,1
535,1,15.53400,801.22870,0.75200,28.24119,639.88385,639.88385,0.36000,20.10675,1.98000,189.30000,194.60001,199.80000,205.00000,210.00000,41.20000,0.66800,0,1
536,1,15.49400,801.59760,0.95800,28.24119,640.56384,640.56384,0.36000,20.12204,1.96200,189.10001,194.60001,199.80000,205.00000,210.00000,41.20000,0.66200,0,0
537,1,15.39600,801.59760,1.00400,28.24119,635.60956,635.60956,0.36000,20.09146,1.97000,189.10001,194.60001,199.60001,205.00000,210.00000,41.20000,0.66400,0,0
538,1,15.55600,801.41315,0.90000,28.24119,632.98669,632.98669,0.36000,20.13224,1.98000,189.30000,194.60001,199.60001,205.10001,210.00000,41.20000,0.66400,0,1
539,1,15.53400,801.59760,1.05400,28.24119,638.62097,638.32953,0.36000,20.10675,1.97200,189.30000,194.60001,199.80000,205.00000,210.00000,41.20000,0.66400,0,0
540,1,15.49400,801.59760,0.86000,28.24119,633.18097,633.18097,0.36000,20.11695,1.98400,189.50000,194.60001,200.00000,205.00000,210.00000,41.40000,0.66600,0,1
541,1,15.39600,801.59760,0.94600,28.24119,635.80383,635.70667,0.36000,20.09656,1.97800,189.50000,194.60001,199.80000,205.00000,210.00000,41.50000,0.66200,0,1
542,1,15.55800,801.59760,1.05200,28.24119,633.08380,633.08380,0.36000,20.11695,1.97400,189.50000,194.60001,199.60001,205.00000,209.80000,41.40000,0.66600,0,0
543,1,15.53400,801.59760,0.74600,28.24119,636.77527,636.67810,0.36000,20.11185,1.98800,189.60001,194.60001,199.80000,205.00000,209.80000,41.50000,0.66600,0,0
544,1,15.49400,801.22870,0.75000,28.24119,629.10095,629.10095,0.36000,20.05069,1.97400,189.60001,194.60001,199.80000,205.00000,209.80000,41.50000,0.66200,0,0
545,1,15.39600,801.59760,1.07600,28.24119,632.79236,632.79236,0.36000,20.06088,1.98800,189.60001,194.60001,199.80000,205.00000,209.80000,41.70000,0.66400,0,1
546,1,15.55600,801.41315,1.00600,28.24119,633.37524,633.37524,0.36000,20.13733,1.98600,189.80000,194.60001,199.80000,205.00000,209.80000,41.70000,0.66200,0,1
547,1,15.53400,801.78204,0.84400,28.24119,634.05524,634.05524,0.36000,20.11695,1.96600,190.00000,194.80000,199.80000,204.80000,209.80000,41.70000,0.67000,2,1
548,1,15.49200,801.41315,1.07200,28.24119,631.62665,631.62665,0.36000,20.07107,1.98000,190.00000,194.60001,199.80000,205.00000,209.80000,41.90000,0.66400,2,0
549,1,15.39600,801.41315,1.02400,28.24119,635.80383,635.80383,0.36000,20.05578,1.98800,190.00000,194.60001,200.00000,205.00000,209.80000,41.90000,0.66200,2,0
550,1,15.55600,801.41315,1.07800,28.24119,641.92389,641.92389,0.36000,20.06088,1.99600,190.00000,194.50000,200.10001,205.00000,209.80000,42.00000,0.66800,2,0
551,1,15.53400,801.04431,0.90200,28.24119,632.01526,632.01526,0.36000,19.99462,1.97200,190.00000,194.30000,200.10001,205.10001,209.80000,42.00000,0.66400,2,0
552,1,15.49400,801.22870,0.84000,28.24119,646.78101,646.78101,0.36000,20.04049,1.99200,190.00000,194.60001,200.10001,205.00000,209.80000,42.00000,0.66200,2,1
553,1,15.39600,801.04431,0.84600,28.24119,650.66675,650.66675,0.36000,20.09146,1.99400,190.10001,194.80000,200.00000,205.00000,209.80000,42.00000,0.66000,2,1
554,1,15.55600,801.04431,1.17600,28.24119,646.48962,646.48962,0.36000,20.03030,1.97600,190.10001,194.60001,199.80000,205.00000,209.80000,42.20000,0.66400,2,1
